,entity_name,cik,fy,manifold_distance,manifold_distance_pct,net_margin,op_margin,pe_ratio,pb_ratio,revenue,net_income,revenue_growth,debt_to_equity,roe,op_cash_yield,dev_net_margin,dev_log_revenue,dev_log_public_float,dev_debt_to_equity,dev_roe,dev_op_cash_yield,dev_revenue_growth
45,FIRST RELIANCE BANCSHARES INC,1172102,2013,14.606090828085266,99.9397695180223,-0.5260776849815654,-0.4310828325193832,,0.2555094696795014,14706060.0,-7736530.0,-0.21828397927233092,0.0,-0.2410678874950674,0.6907078048780487,-6.475982893005534,-1.0881340114014433,-1.2131280268579288,-0.3937813936039988,-2.579133574695869,5.321023524442222,-10.0
46,EMPIRE STATE BUILDING ASSOCIATES L.L.C.,32776,2012,14.595690816886433,99.93843106286724,0.3076980453042735,,0.0,0.0,34401876.0,10585390.0,-0.07623859713643137,0.0,1.202757980945425,,10.0,-5.211871452244728,1.791282750396441,0.14597536751203158,0.5921440883176138,1.479821061449507,-8.949864730396333
47,"VIDEO RIVER NETWORKS, INC.",1084475,2023,14.590086032154206,99.93709260771217,0.7463380945001076,0.7463380945001076,3.6426215561281063,0.5176266983401774,664613.0,496026.0,-0.8281116523071408,0.09356061712925004,0.14210279337675263,0.333013805909228,-10.0,-0.6663917358665528,-2.142467931982075,0.2461887275501246,0.07348417175401684,1.5870324795135997,2.291655021236028
48,Centrus Energy Corp.,1065059,2012,14.56758033586356,99.93575415255712,-0.6259319117877066,-0.6007507429226839,,,1918100000.0,-1200600000.0,0.14732623519559757,-1.1207443434129838,2.538803129625714,1.2130730050933787,-2.0517569371321622,1.0724235025160704,0.8307316673835015,-10.0,-10.0,1.029422627406433,0.5466771988453297
49,SMART POWERR CORP.,721693,2016,14.54542726559204,99.93441569740206,274.96930022573366,1558.303235515425,10.278757423361032,0.09317585124589606,6645.0,1827171.0,-0.9997271663484634,0.0,0.009064894462255793,2.103940743564959,5.189878817307407,-4.167033213983086,-0.10828844453424126,-1.22466820404089,0.34218992501331785,10.0,-6.2064492224086765
50,OMEROS CORPORATION,1285819,2016,14.538790184055348,99.93307724224701,-1.603791719729918,-1.3041785808683952,,,41617000.0,-66745000.0,2.0806869494411133,-1.869308622853633,1.7823857718909393,-0.1333021780730594,10.0,1.8716057180175114,1.0498548493995354,-10.0,1.8387062690586957,0.1399304662113062,0.5472173600373199
51,"AXOGEN, INC.",805928,2011,14.505285002346746,99.93173878709194,-1.901077849744405,-1.437007961694783,,1.3815516865682138,4849470.0,-9219220.0,,0.7253163195541904,-1.5184491534259161,-0.8439731708832005,3.9279604426817913,0.774183361828859,-0.19883806571372487,9.491895950438103,2.033859719433311,0.31887464167307866,-0.03417859775331529
52,"loanDepot, Inc.",1831631,2023,14.501834203453008,99.93040033193688,-0.8265009792665631,-2.0884116371385906,,0.1735536804242538,133263000.0,-110142000.0,-0.3343639487722523,3.2279100731883195,-0.15634421789565128,-1.4248875222996757,10.0,1.8324292607136714,1.0655144494589452,10.0,2.3092281436802042,-0.5227155583947651,0.45200780121744294
53,"Velo3D, Inc.",1825079,2023,14.449263354902206,99.92906187678182,-1.745012460777604,-1.720671978100022,,1.7893822748451094,77443000.0,-135139000.0,-0.041036690317867185,0.3673953340792572,-1.1283963193667441,-0.4929351376574895,10.0,1.7437997524042153,1.1303284555420994,0.7160198920267797,-0.6331352051794866,0.7579147942893305,-1.7247469368600825
54,JIN WAN HONG INTERNATIONAL HOLDINGS Ltd,1615169,2015,14.44655291604435,99.92772342162675,-1.7316597294484912,-1.7316597294484912,,,7688.0,-13313.0,,-0.0,1.792996632996633,-0.13213333333333332,10.0,-1.303900794290941,-2.5624026471023513,0.3327475008047467,0.31277942005296205,0.2903401605870525,-0.3794433753403018
55,"Angel Oak Mortgage REIT, Inc.",1766478,2022,14.38337492004439,99.92638496647169,-1.6256404486602507,-1.6555597867479055,,0.6617923790273132,115544000.0,-187833000.0,0.9080835603996367,0.0,-0.7942904021075867,-2.115827476038339,10.0,1.3490379588765604,0.5946392242533575,-0.3330075664144914,1.5212534334431032,-1.43972931288305,0.45831029513322913
56,Vecta Inc.,1571398,2018,14.377092345448121,99.92504651131664,0.538841778697001,0.6814270941054809,213.41444363413044,1.0234752297077103,96700.0,52106.0,-0.9651614641840397,0.0,0.004795716785984351,0.03457967785213414,-10.0,-1.448361681134484,-1.7327685648408842,-0.20182768759609374,-0.5948143239834441,-0.9924801488486152,-0.4700962768504494
57,"REDWOOD TRUST, INC.",930236,2012,14.373210763941197,99.92370805616157,0.5694819002178197,0.5750613698440687,7.507077484081992,0.8675945679744318,231384000.0,131769000.0,0.06540687635544873,0.12235081970663869,0.1155702162145095,-0.45514249663541023,7.696665379751726,-0.1441348344691348,-1.834330173360269,2.199009599526777,1.9627117647933878,-5.939452945777239,0.0023823995749880523
58,"NewStar Financial, Inc.",1373561,2015,14.326103606373435,99.92236960100652,0.9200849812060794,1.571117284959416,15.223195677915927,0.38988377929210677,18357000.0,16890000.0,0.6366797432239658,5.059941347550638,0.02561116519429003,-0.8454231106883942,8.969466027891807,-1.753296591281227,-0.2571136645882843,5.889040699401941,-0.19127202476546015,-4.629198919055647,4.5713998646748895
59,SUSGLOBAL ENERGY CORP.,1652539,2019,14.318035281027802,99.92103114585146,-2.091605000169774,-2.091605000169774,,,1384193.0,-2895185.0,0.38404629109314414,-1.204550348968077,0.9036107162943529,,1.776356839400219e-14,1.2723755213739016,1.9994454445278367,-10.0,0.14028939411370944,1.6488470705128169,9.831125824628772
60,"KULR TECHNOLOGY GROUP, INC.",1662684,2018,14.312720998411997,99.9196926906964,-1.6155367071995277,-1.6338636199518377,,,1274028.0,-2058239.0,4.407956397718012,-0.0,16.44788511791077,,10.0,1.142495018588417,1.0616482522276673,0.3011007112791091,0.22612396051134484,0.7800831285063405,-1.292774971986987
61,"XOS, INC.",1819493,2023,14.29498722865376,99.91835423554134,-1.703456640388114,-1.4591334815713226,,0.32029383131250555,44523000.0,-75843000.0,0.22396635144051022,0.06604566775820869,-1.6780909815027878,-2.7138712351478307,10.0,1.5239829456466738,0.7075610518158395,-0.19645792423930597,0.4765580764537734,0.866477858272194,0.7120435461400945
62,CAPSTONE SYSTEMS INC.,1651577,2018,14.294635817963222,99.91701578038628,-1.5936611805142442,-1.5936611805142442,,,30258.0,-48221.0,-0.8280590297705976,-0.0,1.034274928683268,,10.0,0.6444627943093169,1.1267089578464506,0.12260002720875715,-0.7330805474902664,1.0389029414405984,1.0099755550222727
63,"Evergreen Sustainable Enterprises, Inc.",1527102,2012,14.293809490628304,99.91567732523123,-1.6344953080957647,-1.601063260427445,,,28027.0,-45810.0,,,1.260698461623139,-0.03790595308390144,10.0,-0.0768645329983522,-1.1029832240656485,0.8122805269316706,1.080524091680122,1.1182150296543263,0.11301674961739601
64,"Hongchang International Co., Ltd",1086303,2016,14.29166957876897,99.91433887007616,-0.8421673432087221,-1.5296580451830915,,,188212.0,-158506.0,-0.9713890085160157,-0.0,4.063006254485799,-0.6277192574885931,10.0,-0.19277249315442532,-1.290740367155393,0.27459520925572095,0.6914465807858002,-0.49652051799326724,-1.322351651934588
65,"VIP Play, Inc.",1832161,2023,14.280003840310297,99.9130004149211,19.46163255320884,,,,-36789.0,-715974.0,-1.469205555626411,-1.96297143068286,1.653454714249094,,10.0,0.22624940001354188,1.5786267389819524,-10.0,-0.0983551357385528,1.146959620855344,-0.2237596984327881
66,"KonaTel, Inc.",845819,2024,14.270546901618138,99.91166195976604,0.2896694377198692,-0.2927818816840416,2.367944102833827,4.234297391333433,15503251.0,4490818.0,-0.14928292730171544,0.0,1.7881745545708008,-0.37547157675103815,7.387671239814541,-4.903936149113772,-1.0640047469767704,0.1646354411691381,-0.4035291276397868,-4.471298840757372,-1.9255318119483955
67,YUNHONG GREEN CTI LTD.,1042187,2022,14.259033804143543,99.91032350461097,1.3297872340425532,-0.06205673758865248,0.163,1.4246176256372907,18048000.0,24000000.0,-0.250674654377421,1.7698470502549162,8.739985433357612,0.6053169734151329,0.7452481460259696,1.1589040447650485,-1.914202438041752,9.711351193103923,0.0,10.0,-1.8165373322417189
68,"IOTA COMMUNICATIONS, INC.",1095130,2016,14.234201399784691,99.90898504945592,-1.6618285115684943,-1.645570621529318,,,1871030.0,-3109331.0,2.8636729704168404,-0.29399312838594277,2.0005732779143237,-0.0969684804556238,10.0,0.6356711863418596,-0.5169796359692722,-0.061357158782666496,-1.2471542302041423,0.5574626940056886,0.2668719888302879
69,BNB Plus Corp.,744452,2021,14.214446826253674,99.90764659430086,-1.5825051635304437,-1.4526142650573155,,4.1210516635911745,9027738.0,-14286442.0,3.6739591104723437,0.0,-1.2854839644301053,-0.29231342794759824,10.0,0.9791901987161049,-0.08705984693093878,-0.25593370265243304,-0.8156600803967345,-0.23486753546005507,-0.5460215454215678
70,"Soluna Holdings, Inc",64463,2013,14.195118362736098,99.90630813914579,0.4375,0.04322318007662835,677.9173508483854,730.280070754717,8352.0,3654.0,-0.998584406779661,0.0,1.0772405660377358,0.00041055907892665244,10.0,-10.0,-0.19171406648903208,0.3044850521794302,0.19125418446168269,1.1110166468287723,0.09918084943750571
71,"T2 Biosystems, Inc.",1492674,2020,14.17575023413097,99.90496968399074,-2.581246552675124,-2.281081081081081,,16.94934677973871,18130000.0,-46798000.0,1.1751649670065987,5.18393307357323,-5.363052945221178,-0.29219066937119675,1.776356839400219e-14,1.1392355015665798,0.8407396202096044,10.0,-0.2964678961603399,0.13849514256600026,9.941836849671002
72,"VIP Play, Inc.",1832161,2025,14.158976286782309,99.90363122883568,218.3563771350595,,,,-86473.0,-18881931.0,0.9212718072350584,-0.016515654404372148,0.6084507682194323,-5.45819823968352,10.0,0.22704156649832272,0.3999674898827597,-0.30570399522123104,0.2130519365577888,0.279181354205111,10.0
73,FGI Industries Ltd.,1864943,2025,14.09546967064022,99.90229277368063,-0.04703584926319472,-0.01840251901168795,,0.09701565380244075,130528652.0,-6139526.0,-0.009781822557821795,0.0,-0.35523190825931084,0.40150625978090765,-1.6396829469889815,-1.6610510784715307,-3.9809412740840893,-0.10260672804569602,-6.4918506475122095,5.710908008921735,-10.0
74,"CytomX Therapeutics, Inc.",1501989,2024,14.08838787650467,99.90095431852556,0.2307625467947836,0.18098810308248192,2.9621262041482317,,138103000.0,31869000.0,0.3644653901634161,-0.0,-69.88815789473684,-0.9134639830508474,7.945236698660792,-1.6915411876888045,1.0920649377056737,-0.42449680782175275,-0.3301853706892278,1.3767291400294606,10.0
75,"SOLERA HOLDINGS, INC",1324245,2015,14.070058043952484,99.8996158633705,-207.04928131416838,244.74948665297742,,8.857753606966812,487000.0,-100833000.0,0.2297979797979798,10.893667452364335,-0.4425935923940954,0.10699702675916749,-10.0,-3.704179874479584,0.995457681271777,-0.22737118690489277,-0.5887733687714923,-0.5211887106288456,0.36585317761044156
76,"VOLT INFORMATION SCIENCES, INC.",103872,2012,13.985652000611223,99.89827740821544,-0.006056202521050679,-0.003283874865490687,,0.5864002826582726,2246127000.0,-13603000.0,,0.06296213021552693,-0.08738637458645168,-0.44298985561227844,-1.4582657221265978,5.372384568891309,-1.7883683375778714,0.29471807678064754,10.0,-7.508110089979636,0.0
77,VALERITAS HOLDINGS INC.,1619250,2016,13.947513190023754,99.89693895306037,-2.3717135549872124,-1.7275191815856779,,,19550000.0,-46367000.0,9973.489795918367,-1.6158356164383563,1.2703287671232877,-1.9574226746770906,-0.22574602567473329,1.7938934136168747,1.171445367472277,-9.876611562501665,0.41339370548280235,-0.8156693290121505,0.0
78,"FUSE MEDICAL, INC.",319016,2022,13.896356648811912,99.8956004979053,0.1661651322965179,-0.04371581885850756,0.3326334449389031,,18644784.0,3098113.0,-0.08667878760090736,-0.0,-9.966456921899027,0.03376786448993534,5.380228879955818,-6.763333493072176,-1.8429156282665815,-0.1844298139290728,-0.00392514869648785,2.463423205280689,-9.681336839529568
79,PBF LOGISTICS LP,1582568,2016,13.893216228196792,99.89426204275026,6.866492807268444,9.426684613443257,5.059910318296538,,11887000.0,81622000.0,,-17.257885635919145,-2.4334267485540515,0.24120581113801454,10.0,-3.0888992717502215,-2.3682801760613987,0.0,-2.6645352591003047e-14,2.734407325504609,0.24533188445429285
80,"STERLING INFRASTRUCTURE, INC.",874238,2017,13.85151692363574,99.89292358759519,0.012126836458383352,0.027324788769445007,28.988009124558836,2.3826969073040267,957958000.0,11617000.0,0.38809748407168,0.6377703720999341,0.08219594857535041,0.06832590069046962,-1.4375518503459905,1.3997336352475007,1.301064514532135,8.491522219934062,0.11000981965700408,-10.0,3.568804484363142
81,"MAUI LAND & PINEAPPLE COMPANY, INC.",63330,2014,13.802139501864756,99.89158513244014,0.5342806071439392,0.6030538976580725,2.553104111142614,,33007000.0,17635000.0,1.1698001577701815,-3.304966407587933,-1.1615729152944276,-0.06076760276537902,-0.12193276306485712,-0.0693432208027962,-1.099520023464626,-10.0,-6.44270067654565,-1.0298977857137452,-6.765208603558761
82,"LIFEMD, INC.",948320,2025,13.7437542696069,99.89024667728508,0.07396919097214803,-0.0395232597685943,35.702120145970774,22.130729883255643,194055198.0,14354106.0,-0.08660064780754867,0.0,0.6198715872551128,0.016157321229892635,1.719350001340287,-0.8300224060897078,4.711888678912495,0.034648000255398145,3.6464727992401778,6.500239911485935,-9.675862123368995
83,W2007 Grace Acquisition I Inc,916530,2013,13.612178192310765,99.88890822213001,-21.975609756097562,232.71951219512195,,0.0,82000.0,-1802000.0,,18.215060156139995,-0.028192812553780686,,-10.0,-3.686761109025392,-0.34661198471821525,0.00835077581378136,-0.43881964326115525,-0.5480439997104345,-0.32854957483918884
84,"CPI AEROSTRUCTURES, INC.",889348,2022,13.529570575996521,99.88756976697496,0.1101114882681102,0.058728627003407564,2.053727867396451,4.490191635513685,83335764.0,9176225.0,-0.193807375216824,0.4266700500115558,2.1863615461409616,0.050109073963614276,3.1544736184409605,-2.970921497493376,0.42526521201616485,7.78340242883205,0.9273061641424553,1.5921397062382738,-10.0
85,VALERITAS HOLDINGS INC.,1619250,2018,13.426654694152461,99.8862313118199,-1.7398666565648913,-1.5944389726494432,,1.818419133599272,26398000.0,-45929000.0,0.30392689552976043,2.812793057596753,-3.214290713135979,-1.43129894015758,10.0,0.8135972039012095,0.05243782986351115,0.2615935208973955,-0.2926042429949532,-1.6907225674048787,3.3037074849617327
86,EP Energy Corp,1584952,2018,13.412529562679634,99.88489285666485,-0.7575528700906344,-0.5400302114803626,,,1324000000.0,-1003000000.0,0.24202626641651032,-7.153589315525877,1.674457429048414,3.2090760091477524,-10.0,0.22569635384688036,0.06181816082215187,1.5718265352961052,6.571463895060827,2.0617040122137147,0.6384160170134007
87,"Royal Bakery Holdings, Inc.",1594485,2014,13.351985399908601,99.88355440150978,-0.6831877430575912,-0.6850129956420629,,2.7001945336056803,255855.0,-174797.0,,0.0,-1.7001945336056803,-1.1557057278815015,10.0,-1.2277231552445549,-1.609126533230434,0.3284779060264776,-7.83397783678964,-2.9243673293189967,0.772623880788934
88,CENTRIC BRANDS INC.,844143,2018,13.327607386774448,99.88221594635472,-0.20745153385338969,-0.15346747077616232,,0.5145303860776953,596602000.0,-123766000.0,2.636641816973783,14.909795267279945,-1.4844141669765043,-9.268461538461539,-0.14915967219909884,1.0462388818488915,1.5623772608601374,10.0,-1.1257666217731654,-5.575491998027273,6.452446859558584
89,Willis Lease Finance Corporation,1018164,2024,13.299531686689905,99.88087749119966,0.19080746912897054,0.25367562449163156,2.2115420027252974,0.43725356702066853,569223000.0,108612000.0,0.35997180776719906,4.122329057884217,0.19771433980536574,1.1840383014154872,2.0993554127798295,0.6257464992524594,0.290751087338949,4.960579185829516,10.0,6.158293865670378,1.9214353148198398
90,"AMERICAN BUSINESS SERVICES, INC.",1532882,2012,13.288301286267977,99.87953903604459,0.6026490066225165,,3.8736263736263736,,12080.0,7280.0,,-0.0,-0.6959181722588663,0.3398936170212766,-0.3836948984339087,-4.934102233381597,-9.237792037926091,-0.0,-2.789615076835458,7.300012772058612,0.0
91,"APARTMENT INCOME REIT, L.P.",926660,2025,13.26759803398452,99.87820058088954,0.229925590097507,0.27098719826923223,0.0,,793174000.0,182371000.0,-0.00927678081841017,-0.0,-0.5893734326120117,,7.912003163091197,2.7359271088021555,1.1444167197464963,-0.18396322584233196,-1.0535130514249602,1.4872673042775015,-4.258312293666561
92,Castle Brands Inc,1311538,2011,13.209206295499913,99.87686212573448,-0.19711934228401193,-0.16961375087054287,,0.5092948430926251,31997276.0,-6307282.0,,0.358354645402556,-0.3824126424441593,-0.5011078571428571,-2.614244190284455,-1.5213201655380277,-1.7744332123428705,6.633127826690773,6.117199136652071,-8.464239012931431,0.1501815859624482
93,Rubicon Financial Inc,1103977,2014,13.194590809596596,99.87552367057941,-0.06040522455180036,-0.05638245156419315,,,21986575.0,-1328104.0,0.21744097786093916,-0.04045518946957924,2.602630253599403,-0.05145067427390432,-3.6163345478004882,-6.345759476974294,-0.2426445174583423,-0.7482928223571571,-0.7525179066535554,0.12285751075765794,10.0
94,"SANGAMO THERAPEUTICS, INC.",1001233,2024,13.143452952386497,99.87418521542436,-1.6944809688581315,-1.798771626297578,,3.2607007026789634,57800000.0,-97941000.0,-0.6720232420899723,0.0,-4.301317523056653,-0.9042757837089341,10.0,1.3540729290582498,1.0400281303980772,-0.11011795495806254,-0.5854905449337566,-0.15106655597463528,-0.43400896650506426
95,INDEPENDENCE TAX CREDIT PLUS LP IV,940329,2016,13.09196105318213,99.8728467602693,3.9250934833844187,,-0.5518238616538077,,1702709.0,6683292.0,-0.5814119570946451,-1.1505860619457549,-1.575996102510023,0.6585151843817787,4.2116872714540285,-1.059200198638045,-0.2732599442092976,-1.6487716376354868,-3.456413627374397,8.66450867124877,-6.982925290254882
96,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,310522,2012,13.05663522220807,99.87150830511423,0.13332301261707563,0.1332920504683025,0.017475615420343708,0.04190449672838647,129190000000.0,17224000000.0,-0.09621317588129534,428.9017123764444,2.397883892524015,122.92691029900332,0.3470451270478574,2.36603539233942,2.3539112768141077,10.0,7.6349746972507075,-0.21367065189815432,-0.9019434491558584
97,American Housing REIT Inc.,1506385,2011,13.02804006371671,99.87016984995918,-1.651755233494364,-1.617133655394525,,,31050.0,-51287.0,,-0.0,3.1563173118345746,,10.0,-2.070181144493651,0.022327379722307424,0.47839680832258125,0.17738432500435686,-0.2085768699775075,0.18329173020783618
98,HALL OF FAME RESORT & ENTERTAINMENT COMPANY,1708176,2024,13.011952703497764,99.86883139480412,-2.6342927236448404,-1.3989698543327473,,0.1917444777732761,21205933.0,-55862635.0,-0.12116782519182917,3.357445209456918,-0.7632040818152799,-0.7777122656213539,-0.200431148450896,0.7620457064758311,-0.9968048837735941,6.479438165137546,4.7710244007554445,-1.3042703182469506,-1.1178072491335125
99,"KORE Group Holdings, Inc.",1855457,2024,13.002748381403014,99.86749293964905,-0.5105999224012276,-0.35930678429988083,,,286087000.0,-146076000.0,0.034261234228697444,-3.0436746987951806,1.4666265060240964,0.7679069767441861,-3.079663405191076,-0.2027139031200342,-2.2939140156329616,0.6400917786381488,7.1929883154525935,6.229381223419144,0.19163658957121063
100,Federal Home Loan Mortgage Corporation,1026214,2015,12.918014691551356,99.86615448449399,0.0950365181100015,0.13823222536890745,0.21957340025094102,0.47619047619047616,67090000000.0,6376000000.0,-0.03439838802533103,0.0,2.1687074829931974,-0.6671428571428571,2.55588284476021,10.0,2.793305029687412,0.3168149897905938,1.1552821827124298,-1.3129090507316619,-6.018409973013391
101,"TOTAL SYSTEM SERVICES, INC.",721683,2016,12.872521857058965,99.86481602933893,0.07665038319436308,0.13749913970413497,29.956954429698598,4.559878947769439,4170077000.0,319638000.0,0.5002754051838055,1.6001823879004915,0.1522143700712408,0.07497445793540748,0.39489703904241463,0.3425060092323322,1.9475972250962075,5.0968957015059555,0.5185972675033792,-10.0,5.90767564284378
102,"NEUROMETRIX, INC.",1289850,2019,12.859306693973188,99.86347757418388,-0.4069026743748896,-1.2439669595823013,,1.5386920735394434,9272522.0,-3773014.0,-0.42371395447323074,0.0,-1.4911719627512712,-0.9301360225682854,10.0,-0.5134466271590578,-2.89082902893134,-0.4456077704060784,-3.860203884780334,-3.784282623809026,-5.200983368517602
103,"SANGAMO THERAPEUTICS, INC.",1001233,2022,12.855302116866874,99.86213911902881,-1.7275806611020763,-1.8084708757491084,,2.1457995816353517,111299000.0,-192278000.0,0.00540193855520727,0.0,-0.651882640918368,-0.3533254344086897,10.0,0.9734597107728314,0.6771514137990328,-0.39574316734838494,0.1391438713452836,-0.19545913153787034,-0.941286710105889
104,Li-Cycle Holdings Corp.,1828811,2024,12.829893592854846,99.86080066387376,-4.917857142857143,-4.482142857142857,,0.4751045229950589,28000000.0,-137700000.0,0.5300546448087432,2.8358038768529075,-0.5233751425313569,-0.8512,-0.17807245398799454,1.493975391512891,-1.1612848171508008,10.0,5.019449193964918,-4.649706203324997,3.7610377300724678
105,"Assertio Holdings, Inc.",1808665,2023,12.829601948345704,99.8594622087187,-2.182838053778219,-1.601483537078563,,2.1463301522430673,152069000.0,-331942000.0,-0.02665872985393704,0.27908088954587945,-2.4053245219306825,0.1674679270762998,-0.0279918686686441,4.211699711973729,1.4336315449990824,5.151443527531702,-2.6645352591003047e-14,3.624258933120372,-2.265295898106294
106,NORDICUS PARTNERS CORPORATION,1011060,2015,12.821569352239388,99.85812375356363,-0.12354312354312354,,,,2574000.0,-318000.0,-0.019801980198019802,-0.0,1.8928571428571428,-0.2226190476190476,-6.123388519344453,-10.0,-0.7460083179074154,-0.0,0.5943738663203342,-1.0146540979850538,-4.995740390926595
107,American Strategic Investment Co.,1595527,2024,12.821378787124807,99.85678529840858,,,,0.14955717056527937,0.0,-140591000.0,,0.0,-1.6426868880424368,-0.312421875,6.398552511203828,3.051222260406166,0.762149193019247,0.22289066430829782,-8.983048601205825,-1.2389681710897122,2.0066516005263066
