,entity_name,cik,fy,manifold_distance,manifold_distance_pct,net_margin,op_margin,pe_ratio,pb_ratio,revenue,net_income,revenue_growth,debt_to_equity,roe,op_cash_yield,dev_net_margin,dev_log_revenue,dev_log_public_float,dev_debt_to_equity,dev_roe,dev_op_cash_yield,dev_revenue_growth
27,CirTran Corporation,813716,2022,15.559071362839761,99.96386171081339,-0.8736353918148518,-0.30376628951038703,,,1719358.0,-1502092.0,-0.41183722743271317,-0.015594154521668922,0.035707095661223646,0.664791553645203,-8.478345497588123,-2.6661821233386123,-2.942322071905298,-0.33596817306055077,-0.5607442094804648,5.849631866984486,-10.0
28,"Atlas Financial Holdings, Inc.",1539894,2020,15.508002922422582,99.96252325565833,-1.333542845170752,-1.409176618478944,,,9546000.0,-12730000.0,-0.9208444584487305,-0.0,0.609324143212713,-3.555217391304348,10.0,0.9905594676298476,0.15305409576838178,-0.18818166386317525,6.103607582385016,0.9888199455980005,-1.1073925607254855
29,"PATRIOT NATIONAL BANCORP, INC.",1098146,2020,15.447345253788232,99.96118480050326,-7.3021032504780115,-7.946462715105162,,0.12496243218019899,523000.0,-3819000.0,-0.11205432937181664,1.9110235846818204,-0.060409054240022776,0.7950632911392405,1.776356839400219e-14,0.2686462961653619,-1.875451933629686,10.0,1.6891059583566181,10.0,-5.6725572419658565
30,"TPG RE FINANCE TRUST, INC.",1630472,2024,15.361927894670444,99.9598463453482,1.658411975994467,1.6673136559355688,8.510123091410506,0.5678426557011815,44823000.0,74335000.0,0.6179252093560497,2.3084024735175817,0.0667255513935304,0.17725418906101803,6.498431114362372,-1.735096756172351,0.5866339284428681,6.692592401370929,0.022578315847788865,-10.0,5.0749491839166945
31,"iAnthus Capital Holdings, Inc.",1643154,2021,15.245928242575399,99.95850789019313,-0.3755726093252815,-0.1084879173275276,,,203018000.0,-76248000.0,,-8.634192079296334,3.404384515783364,85665.7824933687,-5.149788821688885,-0.6365846140594825,0.14727253523706044,-10.0,10.0,-0.7070783838013749,0.13432724356196465
32,"Appgate, Inc.",1353538,2022,15.167432387247228,99.95716943503807,-0.7051612600787549,-1.8785158447402963,,,42664000.0,-30085000.0,-0.0584184855774536,-4.993315619031803,1.249065847380221,-1.4600498753117206,8.55303223991759,1.4644878240417623,-0.07194007331816717,-10.0,4.667743764500268,-1.865007634437657,2.0577208669245506
33,REAL ESTATE ASSOCIATES LTD/CA,225789,2012,15.11504155171716,99.95583097988302,18.776119402985074,-3.925373134328358,,,67000.0,1258000.0,,644.2,251.6,,10.0,-5.1530243720338405,-1.3702939366370268,0.0,0.09176095549709452,-0.0634678029860191,0.1437609947369158
34,"MAG MILE CAPITAL, INC.",1879293,2023,15.044132517283947,99.95449252472795,-1.623291057984841,-1.617525764064269,,2.3038075500137025,1919243.0,-3115490.0,,0.0,-26.68102562345848,-1.9994312500232332,10.0,1.077304825169448,-1.7237291367374032,-0.2829062467257449,-0.8974658705038681,-3.1054763862255785,3.415352230132194
35,WOLF ENERGY SERVICES INC.,1043894,2017,15.01813886697725,99.9531540695729,7.809134107708553,-3.0774060944335497,0.1904919663683735,,265160.0,2070670.0,-0.5282345803554431,-66.54901960784314,-338.3447712418301,2.736503856041131,10.0,-2.058263705771784,-1.2802414190190994,-0.8069593668467071,-2.5583028076289933,0.7557522349361278,-3.449894105399227
36,ERHC ENERGY INC,799235,2016,14.969054433145383,99.95181561441784,-17638.152269399707,-17638.152269399707,,,683.0,-12046858.0,-0.6687681862269641,-0.0,1.7604404908715985,-2.2500029637835137,-0.12404009639823621,-2.9853433016002486,-3.742049744365501,-0.2625635328116095,10.0,-10.0,1.0100518671834544
37,"ADVANCED OXYGEN TECHNOLOGIES, INC.",352991,2020,14.9624828550681,99.95047715926277,-2.38918756082866,-2.1320850906057376,,0.24930958862921068,43154.0,-103103.0,0.12356800666527806,0.6164744408893479,-0.3369632357987692,0.47630533670673675,1.776356839400219e-14,-0.3104284517857915,-4.308468007990294,10.0,-0.8547066929499709,10.0,2.114385603705763
38,"DuPont de Nemours, Inc.",1666700,2019,14.895704540033892,99.94913870410772,0.02314986984008925,-0.022034213462253625,1.1265060240963856e-07,1.3687266694317711e-09,21512000000.0,498000000.0,-0.7497935494376403,-0.38104764925464174,0.012150193963939786,,-0.298562899005118,10.0,-3.370112436566561,-0.17440721757615926,-1.0376088494716231,0.567855445923709,10.0
39,KINETIK HOLDINGS INC.,1692787,2022,14.89485639783118,99.94780024895266,0.20661150895351424,0.12401338288737443,2.251724323052317,,1213490000.0,250721000.0,6.555177845433547,-4.042749546009348,-0.2985573516715787,1.0858223956219333,2.690827017186493,1.7659254126115491,0.6232951086621318,-10.0,-3.1010832096492447,10.0,0.0
40,United Parks & Resorts Inc.,1564902,2021,14.884669508660284,99.9464617937976,0.17058447992658257,0.28726034593976313,,,1503730000.0,256513000.0,2.4826381088473504,-62.06023705625663,-7.563185517160043,,3.634016148782254,0.5179073927499368,0.42110690981887167,-0.43043757304558106,-10.0,-0.39267067358607155,10.0
41,Beneficient,1775734,2024,14.874500996762638,99.94512333864253,21.233292129366944,26.835393531652752,,,-98696000.0,-2095641000.0,0.05916894655062296,-0.0,10.908092942878856,-0.7374940593888196,10.0,0.8910528775563349,0.833838177853491,0.27060602965570996,0.06914480421249869,-4.277693037003163,1.1767974418668303
42,CROWN MEDIA HOLDINGS INC,1103837,2011,14.852251556593124,99.94378488348747,0.9864671373480414,0.3403749988403054,0.20791000203771337,0.27236657686368565,323361000.0,318985000.0,,2.0015441732102377,1.310021519860696,0.6254808868710413,8.258323143291882,-1.0169619668413088,-1.572784269548148,-1.6695350666537208,6.750457123460719,10.0,-0.7068375116931526
43,JRSIS HEALTH CARE CORPORATION,1597892,2022,14.6659498531753,99.94244642833242,26.170345198842607,-3.6548572325774398,0.3370723439632656,0.9694866118750277,89166.0,2333505.0,-0.9979913573354485,0.0,2.8761974372500974,3.8988061940602114,4.8649840961279,-3.6949177573265968,-1.53107360444042,0.5074667578930578,8.3887587803183,2.445903650235118,-6.873654981405175
44,"CES Synergies, Inc.",1556508,2012,14.615256443445341,99.94110797317735,-1.6868852459016392,-1.6667213114754098,,,18300.0,-30870.0,,-0.0,1.225097229938884,0.0537292817679558,10.0,-0.021896664424181,-3.3164288500679877,0.05200341088886613,0.1444514456062292,1.5907921123750015,-0.22880342330933448
